category,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
  Financial services and insurance,5.005,4.89,4.446,3.957,3.775,3.909,4.077,4.261,4.448,4.342,4.31,4.432,4.549,4.859,5.08,5.291,5.491,6.066,6.317,6.649,6.763,6.883,6.961,7.388,8.204,8.497,8.723,8.973,9.281,9.448,9.978,10.418,10.743,11.18,11.269,11.701,11.987,12.692,12.966,13.991,15.177,15.934,16.886,17.905,18.282,19.728,21.117,21.953,23.706,26.683,28.178,30.481,32.897,35.013,38.124,40.532,43.687,44.405,42.369,44.513,46.203,47.203,47.271,49.034,51.671,52.716,54.076,56.105,58.49,58.689,58.146,58.842,59.205,60.621,64.482,67.216,69.746,72.713,75.249,74.883,70.087,74.817,77.009,79.884,83.96,88.327,90.985,95.188,100,105.358,107.974,109.31,115.749,121.749,126.969,135.625
    Financial services,5.826,5.675,5.12,4.561,4.313,4.286,4.704,4.96,5.172,5.052,4.994,5.23,5.361,5.627,5.917,6.292,6.436,7.339,7.938,8.33,8.692,9.049,9.384,9.664,11.117,11.54,12.43,13.516,13.836,13.6,14.536,15.394,15.758,16.724,16.895,17.698,17.75,19.069,19.313,20.721,23.384,24.348,24.914,26.061,26.517,30.364,33.305,33.187,34.284,39.547,42.872,47.641,50.957,52.293,55.932,57.173,62.934,64.586,60.219,61.165,59.863,57.783,56.084,56.741,58.633,58.399,58.33,58.72,60.665,59.572,57.271,57.124,57.002,57.816,61.548,63.995,66.547,70.076,73.101,71.829,63.622,69.325,71.386,74.681,79.93,85.72,89.102,94.215,100,106.484,109.512,110.465,120.967,129.048,133.996,144.099
      Financial services furnished without payment,5.249,4.869,4.026,3.23,2.943,2.9,3.342,3.624,3.826,3.583,3.524,3.758,3.895,4.162,4.507,4.953,5.171,6.214,6.721,7.012,7.361,7.97,8.396,8.71,10.682,11.132,12.409,13.706,13.899,13.289,14.468,15.204,15.464,15.805,14.811,16.082,16.756,18.109,18.962,19.238,22.809,24.242,23.669,24.486,25.611,30.649,33.168,32.342,33.504,38.704,42.221,45.883,47.81,47.361,51.472,53.031,59.69,60.33,55.473,56.232,53.22,49.597,46.537,46.629,48.841,50.315,49.178,49.461,51.389,51.303,49.761,52.506,54.054,55.282,61.238,63.298,66.603,71.901,74.856,72.765,60.594,67.642,68.111,70.907,74.513,79.716,84.349,92.987,100,106.561,110.716,109.793,119.474,140.073,149.379,157.454
"      Financial service charges, fees, and commissions",6.648,6.839,6.939,7.178,7.08,7.096,7.325,7.457,7.65,7.937,7.903,8.03,8.063,8.157,8.109,8.163,8.095,8.543,9.245,9.798,10.12,9.893,10.015,10.193,10.376,10.695,10.867,11.493,11.97,12.322,12.814,13.73,14.19,15.865,17.762,17.728,16.89,18.006,17.509,20.088,21.15,21.172,23.964,25.641,24.474,24.612,28.287,30.321,31.044,35.633,37.84,44.809,51.04,56.512,58.354,58.568,61.192,64.932,62.147,63.355,65.773,67.04,68.187,69.866,70.946,67.507,69.488,70.041,71.853,69.227,65.976,62.421,60.494,60.883,62.414,65.272,67.08,68.918,72.03,71.487,66.816,71.307,74.877,78.648,85.412,91.778,93.929,95.457,100,106.406,108.285,111.091,122.38,118.947,119.896,132.025
    Insurance,3.549,3.479,3.187,2.834,2.721,2.898,2.929,3.043,3.179,3.101,3.086,3.141,3.226,3.479,3.625,3.727,3.906,4.217,4.277,4.511,4.516,4.529,4.508,4.871,5.297,5.478,5.442,5.383,5.608,5.847,6.122,6.323,6.557,6.72,6.762,6.974,7.263,7.602,7.824,8.484,8.883,9.397,10.287,11.046,11.315,11.552,12.046,13.138,14.871,16.318,16.761,17.613,19.192,21.237,23.673,26.52,27.783,27.832,27.558,30.454,34.121,37.2,38.491,40.988,44.137,46.308,49.087,52.967,55.912,57.886,60.047,62.202,63.4,65.845,69.955,73.198,75.707,77.725,79.405,80.723,83.024,85.634,88.084,90.041,91.563,93.082,94.384,96.902,100,103.531,105.494,107.461,107.3,110.04,115.69,121.956
      Life insurance\18\,3.372,3.271,3.035,2.664,2.495,2.63,2.664,2.765,2.9,2.799,2.765,2.832,2.934,3.17,3.372,3.574,3.676,3.945,4.114,4.418,4.62,4.856,5.193,5.362,5.631,5.766,5.901,6.171,6.407,6.643,6.961,7.256,7.471,7.724,7.904,8.202,8.411,8.712,9.016,9.537,10.011,10.612,11.079,11.658,12.296,13.195,14.148,15.259,16.662,18.068,19.395,20.999,22.355,23.708,25.502,27.105,29.634,32.2,34.53,36.603,38.22,40.442,42.029,44.424,46.067,47.429,49.2,52.292,55.109,58.171,61.037,65.488,65.725,70.697,73.306,76.845,79.599,81.992,84.349,84.018,85.328,87.126,88.233,89.443,92.637,94.416,96.123,98.643,100,101.914,104.119,106.248,108.228,113.07,120.577,127.664
      Net household insurance\19\,1.592,1.527,1.446,1.427,1.46,1.513,1.555,1.533,1.595,1.552,1.538,1.569,1.672,1.775,1.91,2.038,2.09,2.177,2.425,2.584,2.661,2.725,2.902,3.08,3.17,3.289,3.353,3.43,3.507,3.611,3.775,3.744,3.794,3.866,4.112,4.527,5.226,5.864,6.534,6.99,7.387,7.803,8.637,8.983,8.965,8.09,8.221,9.714,10.883,11.123,11.878,13.309,14.622,16.26,17.78,18.57,19.691,21.7,22.917,24.404,25.706,26.279,27.173,28.124,30.266,32.595,36.467,39.519,43.754,44.388,47.124,50.56,55.458,59.094,65.708,70.784,74.599,76.599,78.112,79.39,81.358,83.825,86.197,88.854,91.6,94.367,97.365,99.514,100,101.831,104.365,106.152,107.346,108.927,114.615,127.792
      Net health insurance,3.93,3.974,3.139,2.694,2.98,3.618,3.757,4.124,4.406,4.47,4.504,4.501,4.481,4.95,5.18,5.044,5.612,6.018,5.727,5.559,4.709,4.379,3.608,4.04,4.672,5.097,4.831,4.361,4.588,4.643,4.851,4.969,5.356,5.527,5.348,5.462,5.747,6.059,6.123,7.338,7.536,7.727,8.952,10.261,10.299,10.139,10.178,10.597,13.17,15.224,14.173,14.121,16.406,20.07,23.718,28.445,28.223,24.477,20.973,24.724,30.787,35.595,36.161,37.987,41.77,44.266,48.149,53.145,57.403,58.473,59.614,61.49,63.257,64.116,68.488,71.918,74.817,77.504,79.63,82.194,85.129,88.465,91.281,93.141,93.529,94.66,95.239,97.104,100,103.922,105.45,107.479,107.756,109.38,112.065,115.841
        Medical care and hospitalization\20\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.759,3.047,3.441,3.633,3.605,3.699,3.905,4.031,3.846,5.579,5.134,5.481,6.395,8.135,7.901,7.35,5.951,6.278,9.243,10.55,11.107,11.012,12.53,15.901,19.347,24.779,25.459,19.771,15.927,20.484,27.802,33.274,34.589,36.925,40.735,43.542,46.515,48.833,51.096,52.223,53.684,55.278,57.254,58.806,63.342,66.693,69.659,72.474,74.663,77.78,81.649,85.822,89.305,91.569,92.022,93.333,93.975,96.107,100,105.529,107.531,110.554,111.863,114.314,117.595,122.985
        Income loss\21\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.347,54.26,57.377,56.818,52.05,52.223,54.593,61.448,67.91,65.375,76.07,66.529,81.339,90.556,99.533,99.053,130.861,131.407,147.64,201.688,119.702,98.262,120.147,184.097,200.164,195.529,177.005,233.474,210.042,244.586,228.578,253.798,188.969,185.754,104.455,132.95,100.789,74.444,65.609,66.511,67.975,70.268,72.233,73.382,75.065,77.066,79.664,82.236,84.589,87.812,87.526,88.963,91.761,93.662,95.033,96.568,96.689,97.91,100,102.44,104.302,105.591,110.657,119.506,124.297,127.991
        Workers' compensation\22\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.373,11.04,11.156,11.56,11.316,11.676,12.288,12.575,12.754,13.526,15.09,16.987,18.374,17.006,16.673,18.555,20.822,22.04,22.279,22.447,23.705,26.451,31.29,31.662,35.953,38.03,34.531,35.682,34.456,33.71,36.075,37.607,37.892,37.929,46.363,46.092,57.156,80.273,98.807,99.442,97.922,101.75,101.609,96.913,99.578,103.245,105.145,106.601,108.153,107.103,104.84,103.265,101.875,101.342,101.255,101.35,101.641,102.178,100,96.063,95.372,93.045,87.226,83.702,83.572,80.591
      Net motor vehicle and other transportation insurance\23\,3.331,3.388,3.436,3.459,3.444,3.482,3.353,3.303,3.258,3.226,3.299,3.319,3.406,3.5,3.206,3.148,3.143,3.576,3.638,4.216,4.827,4.683,4.821,5.492,6.014,6.01,5.936,5.779,6.012,6.513,6.824,7.009,7.12,7.142,7.204,7.373,7.76,8.177,8.429,8.626,9.181,10.02,11.098,11.402,11.489,11.48,12.019,14.045,14.987,15.679,17.096,18.137,18.856,19.369,21.003,23.087,24.772,27.15,28.735,31.213,33.743,35.251,37.41,41.584,46.385,49.338,51.485,54.526,55.047,57.337,60.507,59.999,60.859,63.625,68.512,70.727,71.925,72.015,71.95,72.904,75.212,77.326,80.576,83.564,85.363,87.311,89.708,94.015,100,104.639,107.53,109.159,105.241,108.797,120.494,131.84
  Other goods and services,5.73,5.537,5.345,5.054,4.742,4.826,4.827,4.882,5.059,5.04,5.079,5.168,5.427,5.872,6.261,6.757,7.071,7.297,7.984,8.267,8.327,8.395,8.897,9.119,9.398,9.473,9.604,9.888,10.193,10.424,10.298,10.521,10.59,10.691,10.904,11.171,11.426,11.722,12.118,12.643,13.352,14.079,14.663,15.317,16.003,17.411,18.866,19.868,20.953,22.225,24.02,27.148,29.529,31.571,34.196,35.806,37.073,38.583,40.629,42.865,45.399,48.109,50.663,52.694,54.044,54.832,56.147,57.201,58.369,59.99,62.987,65.011,66.918,68.559,69.655,71.183,73.104,75.336,78.166,81.15,85.003,87.449,89.607,91.199,92.727,94.055,95.376,97.639,100,102.013,104.028,106.543,110.252,116.757,124.272,129.383
    Personal care\24\,9.734,9.607,9.275,8.723,8.451,8.212,8.172,8.223,8.672,8.812,8.795,8.782,9.157,10.105,11.002,11.909,12.296,12.998,14.686,15.246,15.006,14.873,16.2,16.252,16.507,16.63,16.995,17.62,18.286,18.919,16.901,17.224,17.248,17.448,17.716,17.998,18.261,18.627,19.262,20.08,21.111,21.897,22.594,23.125,24.014,26.491,29.289,31.029,32.879,34.897,37.598,40.987,44.684,47.912,50.298,52.201,54.019,55.782,57.212,59.28,61.769,64.06,66.239,67.883,69.343,70.646,71.739,72.629,73.813,74.979,76.513,78.324,80.247,81.058,81.617,82.811,84.477,86.328,88.504,90.813,92.989,93.448,93.99,95.449,96.54,97.796,98.797,99.671,100,100.91,102.72,104.71,106.299,112.888,120.937,125.48
    Personal items\25\,22.38,21.962,20.799,18.312,18.73,19.827,19.28,19.878,20.064,19.082,19.232,20.001,22.426,27.124,28.568,32.787,34.3,34.036,36.013,35.982,35.334,34.53,36.902,36.474,36.665,35.685,34.894,35.191,34.929,34.663,34.705,34.689,34.475,34.325,34.585,35.775,35.228,34.868,35.641,36.337,38.297,39.079,39.825,41.068,42.5,46.142,49.621,51.833,53.853,56.712,61.84,77.326,80.472,78.593,79.868,80.403,79.6,80.337,86.282,92.606,96.842,103.424,106.824,108.485,107.849,109.012,109.73,106.708,102.479,98.017,93.697,90.512,90.276,87.732,84.958,84.33,83.037,84.644,87.978,92.752,94.078,95.208,100.4,101.019,100.733,98.255,95.8,98.909,100,97.695,96.703,95.861,101.563,106.15,111.304,111.067
    Social services and religious activities\26\,5.203,4.991,4.598,4.305,4.212,4.431,4.502,4.623,4.868,4.776,4.776,4.783,4.94,5.322,5.63,5.837,6.018,6.593,7.609,8.149,8.196,8.493,9.139,9.194,9.379,9.578,9.784,10.157,10.52,10.734,11.018,11.182,11.28,11.394,11.585,11.728,11.992,12.298,12.61,13.135,13.944,14.467,15.21,15.925,16.817,19.182,20.901,22.115,23.543,25.119,27.578,31.149,34.087,35.6,36.526,37.738,38.589,39.654,41.094,43.413,45.491,47.445,49.486,51.129,52.59,54.065,55.797,57.428,58.984,60.842,62.689,65.532,67.418,69.507,71.168,72.924,75.495,78.242,80.78,82.946,84.062,85.455,87.398,89.062,90.817,92.681,94.826,97.251,100,102.644,105.49,109.424,114.163,120.298,126.485,132.645
    Professional and other services,2.34,2.265,2.083,1.899,1.784,1.805,1.857,1.913,1.995,1.974,1.988,2.012,2.134,2.26,2.392,2.64,2.834,2.9,3.208,3.381,3.496,3.597,3.827,4.041,4.217,4.371,4.549,4.781,5.018,5.199,5.333,5.468,5.576,5.674,5.794,6.002,6.222,6.382,6.643,6.906,7.36,7.939,8.46,9.051,9.718,10.596,11.367,12.066,12.84,13.724,14.936,16.949,19.097,21.332,23.863,25.806,27.313,28.974,30.984,32.281,34.001,36.196,38.18,39.985,41.575,43.141,44.771,46.558,48.508,50.766,53.138,55.695,58.399,61.057,63.783,66.648,69.25,72.079,75.017,78.07,80.196,82.759,85.188,87.206,89.533,91.648,93.765,96.71,100,103.926,105.171,107.032,108.94,115.688,124.75,130.708
      Legal services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.222,4.347,4.436,4.5,4.592,4.834,5.112,5.265,5.538,5.752,6.243,6.915,7.499,8.231,8.996,9.732,10.405,11.109,11.882,12.707,13.789,15.625,17.718,20.081,22.862,24.979,26.617,28.38,30.635,31.824,33.661,36.077,38.05,39.972,41.558,42.836,44.197,45.746,47.606,49.977,52.551,55.427,58.222,60.938,63.999,67.061,69.769,72.194,75.125,78.15,80.285,83.179,85.861,87.595,90.037,91.951,93.408,96.552,100,104.285,105.303,106.449,108.093,115.288,124.828,130.237
      Accounting and other business services\27\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.996,5.125,5.167,5.235,5.302,5.371,5.477,5.627,5.827,6.095,6.404,6.776,7.06,7.255,7.713,8.553,9.299,9.888,10.577,11.322,12.306,13.879,15.596,17.386,19.382,20.93,22.205,23.511,24.835,26.387,27.927,29.913,32.314,34.156,36.1,39.019,41.119,43.223,45.239,47.56,49.738,52.21,54.505,57.156,59.421,61.792,64.285,67.89,70.5,73.791,75.484,77.566,79.67,83.118,85.123,88.388,92.524,95.912,100,104.617,105.462,108.638,110.995,119.265,130.072,137.628
      Labor organization dues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.301,11.362,11.416,11.53,11.696,11.924,12.205,12.435,12.77,13.282,13.96,14.748,15.541,16.279,17.129,19.671,21.535,22.843,24.367,26.058,28.839,32.996,36.179,37.636,38.768,39.786,40.582,41.933,43.29,45.382,47.129,48.374,49.73,50.97,51.874,52.839,54.245,56.505,58.219,60.148,62.298,64.288,68.389,70.139,71.46,74.094,76.683,79.378,81.708,82.642,83.761,86.084,88.334,89.668,91.766,93.235,95.26,97.544,100,102.857,105.905,109.725,112.879,117.209,122.048,128.609
      Professional association dues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.223,4.348,4.434,4.501,4.59,4.846,5.112,5.267,5.544,5.754,6.244,6.916,7.504,8.229,8.993,9.741,10.425,11.101,11.89,12.717,13.774,15.62,17.713,20.082,22.861,24.971,26.614,28.367,30.642,31.816,33.662,36.085,38.043,39.975,41.558,42.84,44.199,45.739,47.608,49.981,52.565,55.434,58.227,60.942,64.014,67.047,69.792,72.191,75.142,78.131,80.302,83.203,85.846,87.605,89.99,91.958,93.389,96.617,100,104.248,105.31,106.445,108.076,115.228,124.963,130.261
      Funeral and burial services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.666,6.858,7.05,7.239,7.431,7.591,7.685,7.845,8.07,8.389,8.741,9.088,9.441,9.76,10.173,10.876,11.548,12.055,12.583,13.41,14.536,16.499,18.676,21.2,24.071,26.294,28.003,29.843,31.885,33.099,34.54,36.661,38.923,40.688,42.563,44.651,47.289,49.627,52.216,54.22,56.1,57.708,59.777,62.696,65.204,67.977,70.279,73.894,77.578,81.471,84.684,86.621,88.529,90.235,92.659,94.337,96.353,98.124,100,101.893,103.795,105.478,107.126,110.586,116.511,121.438
    Tobacco,1.944,1.833,1.866,1.866,1.655,1.711,1.694,1.683,1.727,1.739,1.766,1.816,1.861,1.916,2.038,2.105,2.2,2.272,2.444,2.538,2.594,2.644,2.727,2.849,2.988,3.011,3.038,3.099,3.199,3.261,3.389,3.502,3.531,3.559,3.667,3.753,3.913,4.124,4.278,4.548,4.791,5.191,5.411,5.707,5.865,6.15,6.589,6.868,7.199,7.596,8.037,8.649,9.327,10.353,12.356,13.147,13.901,14.832,15.857,17.269,19.45,21.424,23.89,25.909,26.838,25.759,26.395,27.198,28.403,30.874,38.44,41.154,42.659,45.105,45.866,46.75,49.173,50.842,54.194,57.567,71.152,78.931,81.636,83.46,85.74,88.347,91.043,94.22,100,103.995,109.118,114.579,122.811,131.727,140.326,150.692
    Foreign travel by U.S. residents,10.986,10.165,8.478,7.002,7.177,7.524,7.866,8.174,8.408,8.582,9.207,9.203,9.034,8.956,9.09,9.628,11.977,12.559,12.265,13.109,13.456,13.33,13.031,12.852,13.762,14.267,14.152,14.522,14.568,14.678,15.201,14.897,15.012,15.427,15.808,16.127,16.775,17.392,17.267,18.026,18.429,18.702,20.461,21.729,23.773,28.775,31.646,32.272,34.223,35.673,39.721,44.705,47.391,45.468,43.904,42.252,40.979,45.097,44.194,46.921,47.396,50.173,53.456,56.022,56.327,58.02,59.66,61.227,61.857,60.686,62.179,61.788,63.302,66.147,72.253,76.679,80.481,84.265,90.299,98.721,92.301,97.509,101.665,103.816,105.307,106.923,101.981,99.26,100,101.044,101.21,100.279,98.6,102.204,103.941,101.885
    Less: Expenditures in the United States by nonresidents,5.546,5.541,5.097,4.712,4.422,4.843,5.226,5.484,5.572,5.145,4.958,5.229,5.244,5.71,5.246,5.372,5.764,6.913,7.97,8.542,8.528,8.64,9.297,9.538,9.664,9.71,9.738,9.893,10.241,10.547,11.274,11.411,11.552,11.672,11.802,11.987,12.164,12.521,12.885,13.417,14.13,14.986,15.559,16.09,17.001,18.475,19.9,21.376,22.842,24.828,27.221,30.55,33.67,36.385,38.223,40.378,42.316,43.723,45.866,47.677,49.285,52.026,55.349,56.768,57.569,58.122,59.028,60.579,62.066,62.876,64.552,67.631,68.224,68.222,70.246,73.272,76.828,80.394,83.516,87.546,85.222,88.066,92.611,95.226,96.337,98.43,97.563,98.087,100,102.173,104.653,103.418,106.104,114.538,117.957,119.631
Final consumption expenditures of nonprofit institutions serving households (NPISHs)\28\,22.026,21.185,19.369,17.999,17.322,18.277,18.413,18.912,19.901,19.375,19.407,19.382,20.319,22.048,23.652,24.731,25.586,28.224,32.831,35.367,35.67,37.091,40.198,40.284,41.009,42.045,43.129,45.128,47.166,48.393,49.275,45.964,46.441,47.099,47.853,48.039,49.383,51.198,52.85,54.857,58.336,60.88,64.283,66.939,71.254,81.568,89.06,93.679,100.094,106.662,117.097,127.988,134.336,127.332,117.771,112.653,110.171,106.552,104.501,103.293,96.543,88.435,81.779,74.313,70.344,70.205,70.136,71.352,74.377,79.424,82.277,86.813,90.87,91.264,88.047,87.058,88.949,90.109,91.129,91.761,89.09,87.861,88.839,89.174,89.978,91.682,94.805,97.582,100,101.337,104.037,104.815,113.155,125.851,136.909,144.806
  Gross output of nonprofit institutions\29\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.485,8.699,8.863,9.031,9.249,9.473,9.749,10.088,10.551,11.108,11.836,12.614,13.221,13.848,14.735,16.502,18.161,19.573,21.036,22.636,24.906,27.88,30.924,33.34,35.143,36.844,38.327,39.668,41.408,43.849,46.265,48.459,50.71,52.552,54.173,55.735,57.309,58.88,60.385,62.192,63.892,66.396,68.953,70.924,72.837,75.126,77.742,80.425,82.858,84.987,86.147,87.607,89.363,91.049,92.69,94.267,96.041,97.933,100,102.15,104.529,107.024,111.514,117.35,122.768,127.651
  Less: Receipts from sales of goods and services by nonprofit institutions\30\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.813,5.184,5.304,5.417,5.568,5.756,5.927,6.127,6.446,6.826,7.279,7.82,8.174,8.58,9.128,10.143,11.193,12.162,13.096,14.136,15.564,17.553,19.805,22.197,24.319,26.2,27.765,29.322,31.179,33.691,36.833,40.106,43.484,46.76,49.362,51.218,53.1,54.713,55.857,56.948,58.356,60.342,62.492,64.838,68.119,71.303,74.095,77.186,80.028,82.626,85.099,87.495,89.529,91.726,93.693,95.221,96.492,98.06,100,102.446,104.71,107.856,110.925,114.416,117.931,121.829
